name,country,genre,date_of_birth,date_of_death
Claude Debussy,FRANCE,no_info,1862,1918
Michel Richard Delalande,FRANCE,no_info,1657,1726
Georges Delerue,FRANCE,no_info,1925,1992
Léo Delibes,FRANCE,no_info,1836,1891
Charles Delioux,FRANCE,no_info,1825,1915
Jeanne Demessieux,FRANCE,no_info,1921,1968
Alfred Desenclos,FRANCE,no_info,1912,1971
Alexandre Desplat,FRANCE,no_info,born 1961,
François Dufault,FRANCE,no_info,before 1604,c.1672
Maurice Duhamel,FRANCE,no_info,1884,1940
Paul Dukas,FRANCE,no_info,1865,1935
Henri Duparc,FRANCE,no_info,1848,1933
Gabriel Dupont,FRANCE,no_info,1878,1914
Jean-Louis Duport,FRANCE,no_info,1749,1819
Jean-Pierre Duport,FRANCE,no_info,1741,1818
Marcel Dupré,FRANCE,no_info,1886,1971
Émile Durand,FRANCE,no_info,1830,1903
Joël-François Durand,FRANCE,no_info,born 1954,
Louis Durey,FRANCE,no_info,1888,1979
Maurice Duruflé,FRANCE,no_info,1902,1986
Pascal Dusapin,FRANCE,no_info,born 1955,
Henri Dutilleux,FRANCE,no_info,1916,2013
Hugues Dufourt,FRANCE,no_info,born 1943,
André-Joseph Exaudet,FRANCE,no_info,1710-1762,
Ernest Fanelli,FRANCE,no_info,1860,1917
Louise Farrenc,FRANCE,no_info,1804,1875
Gabriel Fauré,FRANCE,no_info,1845,1924
Antoine Forqueray,FRANCE,no_info,1671,1745
Jean Françaix,FRANCE,no_info,1912,1997
Raymond Gallois-Montbrun,FRANCE,no_info,1918,1994
Jacques Gallot,FRANCE,no_info,c.1625,c.1695
Denis Gaultier,FRANCE,no_info,1603,1672
André Gedalge,FRANCE,no_info,1856,1926
Benjamin Godard,FRANCE,no_info,1849,1895
Charles Gounod,FRANCE,no_info,1818,1893
Théodore Gouvy,FRANCE,no_info,1819,1898
Jacques de Gouy,FRANCE,no_info,c.1610,after 1650
Nicolas de Grigny,FRANCE,no_info,1672,1703
Gérard Grisey,FRANCE,no_info,1946,1998
Gabriel Grovlez,FRANCE,no_info,1879,1944
Louis-Gabriel Guillemain,FRANCE,no_info,1705,1770
Jean Guillou,FRANCE,no_info,born 1930,
Reynaldo Hahn,FRANCE,no_info,1874,1947
Fromental Halévy,FRANCE,no_info,1799,1862
Charles-Louis Hanon,FRANCE,no_info,1819,1900
Guy d'Hardelot,FRANCE,no_info,1858,1936
Lucien Haudebert,FRANCE,no_info,1877,1963
Pierre Henry,FRANCE,no_info,1927,2017
Ferdinand Hérold,FRANCE,no_info,1791,1833
Louis de Caix d'Hervelois,FRANCE,no_info,c.1670,c.1760
Augusta Holmès,FRANCE,no_info,1847,1903
Arthur Honegger,FRANCE,no_info,1892,1955
Jacques-Martin Hotteterre,FRANCE,no_info,1674,1763
Jean Huré,FRANCE,no_info,1877,1930
Jacques Ibert,FRANCE,no_info,1890,1962
Vincent d'Indy,FRANCE,no_info,1851,1931
Hyacinthe Jadin,FRANCE,no_info,1776,1800
Louis-Emmanuel Jadin,FRANCE,no_info,1768,1853
Jean Michel Jarre,FRANCE,no_info,born 1948,
Maurice Jarre,FRANCE,no_info,1924,2009
André Jolivet,FRANCE,no_info,1905,1974
Maurice Journeau,FRANCE,no_info,1898,1999
Louis Antoine Jullien,FRANCE,no_info,1812,1860
Cyprien Katsaris,FRANCE,no_info,born 1951,
Charles Koechlin,FRANCE,no_info,1867,1950
Joseph-François Kremer,FRANCE,no_info,born 1954,
Rodolphe Kreutzer,FRANCE,no_info,1766,1831
Élisabeth Jacquet de La Guerre,FRANCE,no_info,1665,1729
Sophie Lacaze,FRANCE,no_info,born 1963,
Théodore Lack,FRANCE,no_info,1846,1921
Louis Lacombe,FRANCE,no_info,1818,1884
Paul Ladmirault,FRANCE,no_info,1877,1944
Édouard Lalo,FRANCE,no_info,1823,1892
Michel Lambert,FRANCE,no_info,1610,1696
Jean Langlais,FRANCE,no_info,1907,1991
Marcel Lanquetuit,FRANCE,no_info,1894,1985
Christian Lauba,FRANCE,no_info,born 1952,
Jean-François Le Sueur,FRANCE,no_info,1760,1837
Nicolas Lebègue,FRANCE,no_info,c.1631,1702
Jean-Marie Leclair,FRANCE,no_info,1697,1764
Jean-Marie Leclair the younger,FRANCE,no_info,1703,1777
Louis James Alfred Lefébure-Wély,FRANCE,no_info,1817,1869
Paul Le Flem,FRANCE,no_info,1881,1984
Michel Legrand,FRANCE,no_info,1932-2019,
Jean-Pierre Leguay,FRANCE,no_info,born 1939,
Jacques Leguerney,FRANCE,no_info,1906,1997
Jean-Baptiste Lemire,FRANCE,no_info,1867,1945
Leonin,FRANCE,no_info,1150s-c.1201,
Fabien Lévy,FRANCE,no_info,born 1968,
Gaston Litaize,FRANCE,no_info,1909,1991
Jean-Baptiste Lully,FRANCE,no_info,1632,1687
Guillaume de Machaut,FRANCE,no_info,c.1300,1377
Albéric Magnard,FRANCE,no_info,1865,1914
Jean-Yves Malmasson,FRANCE,no_info,born 1963,
Pierre de Manchicourt,FRANCE,no_info,c.1510,1564
Marin Marais,FRANCE,no_info,1656,1728
Louis Marchand,FRANCE,no_info,1669,1732
Victor Massé,FRANCE,no_info,1822,1884
Jules Massenet,FRANCE,no_info,1842,1912
Paule Maurice,FRANCE,no_info,1910,1967
Jacques Féréol Mazas,FRANCE,no_info,1782,1849
Jules Mazellier,FRANCE,no_info,1879,1959
Stephane Meer,FRANCE,no_info,born 1951,
Étienne Méhul,FRANCE,no_info,1763,1817
Max Méreaux,FRANCE,no_info,born 1946,
Olivier Messiaen,FRANCE,no_info,1908,1992
Jean-Christian Michel,FRANCE,no_info,born 1938,
Darius Milhaud,FRANCE,no_info,1892,1974
Jean-Joseph de Mondonville,FRANCE,no_info,1711,1772
Jacques-Louis Monod,FRANCE,no_info,born 1927,
Michel Pignolet de Montéclair,FRANCE,no_info,1667,1737
Léon Moreau,FRANCE,no_info,1870,1946
Pierre Montan Berton,FRANCE,no_info,1727,1780
Étienne Moulinié,FRANCE,no_info,1599-1667,
Jean-Joseph Mouret,FRANCE,no_info,1682,1738
Jean Mouton,FRANCE,no_info,c.1459,1522
Tristan Murail,FRANCE,no_info,born 1947,
François Joseph Naderman,FRANCE,no_info,1781,1835
Jacques Offenbach,FRANCE,no_info,1819,1880
Joseph O'Kelly,FRANCE,no_info,1828,1885
André George Louis Onslow,FRANCE,no_info,1784,1853
Émile Paladilhe,FRANCE,no_info,1844,1926
Paul Paray,FRANCE,no_info,1886,1979
Jean-Louis Petit,FRANCE,no_info,born 1937,
Ninot le Petit,FRANCE,no_info,fl. c.1500,1520
Georges Pfeiffer,FRANCE,no_info,1835,1908
François-André Danican Philidor,FRANCE,no_info,1726,1795
Gabriel Pierné,FRANCE,no_info,1863,1937
Auguste Pilati,FRANCE,no_info,1810,1877
Francis Poulenc,FRANCE,no_info,1899,1963
Jacques de la Presle,FRANCE,no_info,1888,1969
Pierre Pincemaille,FRANCE,no_info,1956-2018,
Jean-Philippe Rameau,FRANCE,no_info,1683,1764
Maurice Ravel,FRANCE,no_info,1875,1937
Jean-Henri Ravina,FRANCE,no_info,1818,1906
Jean-Féry Rebel,FRANCE,no_info,1666,1747
Rhené-Baton,FRANCE,no_info,1879,1940
Jean-Claude Risset,FRANCE,no_info,born 1936,
Théodore Ritter,FRANCE,no_info,1840,1887
Pierre Rode,FRANCE,no_info,1774,1830
Joseph Guy Ropartz,FRANCE,no_info,1864,1955
Claude Joseph Rouget de Lisle,FRANCE,no_info,1760,1836
Jean-Jacques Rousseau,FRANCE,no_info,1712,1778
Albert Roussel,FRANCE,no_info,1869,1937
Joseph-Nicolas-Pancrace Royer,FRANCE,no_info,c.1705,1755
Monsieur de Sainte-Colombe,FRANCE,no_info,c.1640,c.1700
Camille Saint-Saëns,FRANCE,no_info,1835,1921
Gustave Samazeuilh,FRANCE,no_info,1877-1967,
Pierre Sancan,FRANCE,no_info,1916,2008
Erik Satie,FRANCE,no_info,1866,1925
Henri Sauguet,FRANCE,no_info,1901,1989
Alice Sauvrezis,FRANCE,no_info,1866,1946
Charles Eugène Sauzay,FRANCE,no_info,1809,1901
Pierre Schaeffer,FRANCE,no_info,1910,1995
Florent Schmitt,FRANCE,no_info,1870,1958
Claudin de Sermisy,FRANCE,no_info,c.1490,1562
Gaston Serpette,FRANCE,no_info,1846,1904
Éric Serra,FRANCE,no_info,born 1959,
Déodat de Séverac,FRANCE,no_info,1872,1921
Walter Taieb,FRANCE,no_info,born 1973,
Germaine Tailleferre,FRANCE,no_info,1892,1983
Alexandre Tansman,FRANCE,no_info,1897,1986
Claude Terrasse,FRANCE,no_info,1867,1923
Ambroise Thomas,FRANCE,no_info,1811,1896
Charles Tournemire,FRANCE,no_info,1870,1939
Edgard Varèse,FRANCE,no_info,1883,1965
Louis Vierne,FRANCE,no_info,1870,1937
Robert de Visée,FRANCE,no_info,c.1655,1732/33
Louis Vuillemin,FRANCE,no_info,1879,1929
Charles-Marie Widor,FRANCE,no_info,1844,1937
Michèl Yost,FRANCE,no_info,1754,1786
Hildegard von Bingen,GERMAN,classical,1098,1179
Renaissance,GERMAN,classical,,
Caspar Othmayr,GERMAN,classical,1515,1553
Hans Leo Hassler,GERMAN,classical,1564,1612
Baroque,GERMAN,classical,,
Michael Praetorius,GERMAN,classical,1571,1621
Andreas Hakenberger,GERMAN,classical,1574,1627
Heinrich Schütz,GERMAN,classical,1585,1672
Samuel Scheidt,GERMAN,classical,1587,1653
Johann Schop,GERMAN,classical,1590,1667
Johann Jakob Froberger,GERMAN,classical,1616,1667
Kaspar Förster,GERMAN,classical,1616,1673
Heinrich Schwemmer,GERMAN,classical,1621,1696
Johann Caspar Kerll,GERMAN,classical,1627,1693
Georg Caspar Wecker,GERMAN,classical,1632,1695
Adam Krieger,GERMAN,classical,1634,1666
Johann Philipp Krieger,GERMAN,classical,1649,1725
Johann Krieger,GERMAN,classical,1651,1735
Johann Pachelbel,GERMAN,classical,1653,1706
Christian Friedrich Witt,GERMAN,classical,1660,1717
Franz Xaver Murschhauser,GERMAN,classical,1663,1738
Georg Caspar Schürmann,GERMAN,classical,1672/1673,1751
Georg Friedrich Kauffmann,GERMAN,classical,1679,1735
Georg Philipp Telemann,GERMAN,classical,1681,1767
Johann Sebastian Bach,GERMAN,classical,1685,1750
George Frideric Handel,GERMAN,classical,1685,1759
Johann Friedrich Fasch,GERMAN,classical,1688,1758
Johann Christian Hertel,GERMAN,classical,1697,1754
Johann Joachim Quantz,GERMAN,classical,1697,1773
Johann Gottlieb Graun,GERMAN,classical,1703,1771
Carl Heinrich Graun,GERMAN,classical,1704,1759
Classical era,GERMAN,classical,,
Johan Agrell,GERMAN,classical,1701,1765
Johann Ernst Eberlin,GERMAN,classical,1702,1762
Johann Gottlieb Janitsch,GERMAN,classical,1708,c. 1763
Christoph Schaffrath,GERMAN,classical,1709,1763
Wilhelm Friedmann Bach,GERMAN,classical,1710,1784
Frederick II of Prussia,GERMAN,classical,1712,1786
Johann Ludwig Krebs,GERMAN,classical,1713,1780
Carl Philipp Emanuel Bach,GERMAN,classical,1714,1788
Gottfried August Homilius,GERMAN,classical,1714,1785
Johann Schobert,GERMAN,classical,1720?,1767
Bernhard Joachim Hagen,GERMAN,classical,1720,1787
Jakob Friedrich Kleinknecht,GERMAN,classical,1722,1794
Carl Friedrich Abel,GERMAN,classical,1723,1787
Johann Wilhelm Hertel,GERMAN,classical,1727,1789
Hermann Friedrich Raupach,GERMAN,classical,1728,1778
Franz Joseph Haydn,GERMAN,classical,1732,1809
Johann Christoph Friedrich Bach,GERMAN,classical,1732,1795
Johann Christian Fischer,GERMAN,classical,1733,1800
Johann Christian Bach,GERMAN,classical,1735,1782
Anton Schweitzer,GERMAN,classical,1735,1787
Johann Gottfried Eckhardt,GERMAN,classical,1735,1809
Josef Puschmann,GERMAN,classical,1738,1794
Friedrich Wilhelm Herschel,GERMAN,classical,1738,1822
Ernst Eichner,GERMAN,classical,1740,1777
Anton Zimmermann,GERMAN,classical,1741,1781
Johann Peter Salomon,GERMAN,classical,1745,1815
Johann Wilhelm Hässler,GERMAN,classical,1747,1822
Emanuel Aloys Förster,GERMAN,classical,1748,1823
Theodor von Schacht,GERMAN,classical,1748,1823
Johann Friedrich Edelmann,GERMAN,classical,1749,1794
Peter Winter,GERMAN,classical,1754,1825
Joseph Martin Kraus,GERMAN,classical,1756,1792
Johann Georg Feldmayer,GERMAN,classical,1756,1831
Johann Friedrich Grenser,GERMAN,classical,1758,1795
Franz Danzi,GERMAN,classical,1763,1826
Simon Mayr,GERMAN,classical,1763,1845
Romantic/Post-romantic,GERMAN,classical,,
Peter Anton Kreusser,GERMAN,classical,1765,1831
Ludwig van Beethoven,GERMAN,classical,1770,1827
Peter Hänsel,GERMAN,classical,1770,1831
Friedrich Jeremias Witt,GERMAN,classical,1770,1836
Ferdinand Ries,GERMAN,classical,1784,1838
Louis Spohr,GERMAN,classical,1784,1859
Friedrich Wilhelm Michael Kalkbrenner,GERMAN,classical,1785,1849
Carl Maria von Weber,GERMAN,classical,1786,1826
Johann Peter Pixis,GERMAN,classical,1788,1874
Giacomo Meyerbeer,GERMAN,classical,1791,1864
Heinrich Marschner,GERMAN,classical,1795,1861
Johann Carl Gottfried Löwe,GERMAN,classical,1796,1869
Fanny Mendelssohn,GERMAN,classical,1805,1847
Felix Mendelssohn,GERMAN,classical,1809,1847
Otto Nicolai,GERMAN,classical,1810,1849
Robert Schumann,GERMAN,classical,1810,1856
Ferdinand Hiller,GERMAN,classical,1811,1885
Emilie Mayer,GERMAN,classical,1812,1883
Richard Wagner,GERMAN,classical,1813,1883
Friedrich Robert Volkmann,GERMAN,classical,1815,1883
Clara Schumann,GERMAN,classical,1819,1896
Peter Cornelius,GERMAN,classical,1824,1874
Carl Reinecke,GERMAN,classical,1824,1910
Albert Dietrich,GERMAN,classical,1829,1908
Johannes Brahms,GERMAN,classical,1833,1897
Franz Wohlfahrt,GERMAN,classical,1833,1884
Max Bruch,GERMAN,classical,1838,1920
Josef Gabriel Rheinberger,GERMAN,classical,1839-1901,
August Friedrich Martin Klughardt,GERMAN,classical,1847,1902
Philipp Scharwenka,GERMAN,classical,1847,1917
Fritz Seitz,GERMAN,classical,1848,1918
Engelbert Humperdinck,GERMAN,classical,1854,1921
Paul Klengel,GERMAN,classical,1854,1935
Max Wagenknecht,GERMAN,classical,1857,1922
Julius Klengel,GERMAN,classical,1859,1933
Richard Strauss,GERMAN,classical,1864,1949
Paul Lincke,GERMAN,classical,1866,1946
Ferdinand Küchler,GERMAN,classical,1867,1937
Hans Pfitzner,GERMAN,classical,1869,1949
Max Reger,GERMAN,classical,1873,1916
Modern/Post-modern/Contemporary,GERMAN,classical,,
Richard Wetz,GERMAN,classical,1875,1935
Eduard Künneke,GERMAN,classical,1885,1953
Wilhelm Furtwängler,GERMAN,classical,1886,1954
Rudi Stephan,GERMAN,classical,1887,1915
Carl Orff,GERMAN,classical,1895,1982
Paul Hindemith,GERMAN,classical,1895,1963
Herbert Eimert,GERMAN,classical,1897,1972
Kurt Weill,GERMAN,classical,1900,1950
Werner Egk,GERMAN,classical,1901,1983
Stefan Wolpe,GERMAN,classical,1902,1972
Boris Blacher,GERMAN,classical,1903,1975
Karl Amadeus Hartmann,GERMAN,classical,1905,1963
Martin Scherber,GERMAN,classical,1907,1974
Berthold Goldschmidt,GERMAN,classical,1903,1996
Bernd Alois Zimmermann,GERMAN,classical,1918,1970
Fritz Geißler,GERMAN,classical,1921,1984
Bertold Hummel,GERMAN,classical,1925,2002
Hans Werner Henze,GERMAN,classical,1926,2012
Karlheinz Stockhausen,GERMAN,classical,1928,2007
Helmut Lachenmann,GERMAN,classical,born 1935,
Aribert Reimann,GERMAN,classical,born 1936,
Michael von Biel,GERMAN,classical,born 1937,
Hans-Joachim Hespos,GERMAN,classical,born 1938,
Nicolaus A. Huber,GERMAN,classical,born 1938,
Johannes Fritsch,GERMAN,classical,1941,2010
Wolfgang Rihm,GERMAN,classical,born 1952,
Hans-Jürgen von Bose,GERMAN,classical,born 1953,
Hans Zimmer,GERMAN,classical,born 1957,
Ludwig Abeille,GERMAN,no_info,1761,1838
Clamor Heinrich Abel,GERMAN,no_info,1634,1696
Ludwig Abel,GERMAN,no_info,1835,1895
Otto Abel,GERMAN,no_info,1905,1977
Walter Abendroth,GERMAN,no_info,1896,1973
Franz Abt,GERMAN,no_info,1819,1885
Anton Cajetan Adlgasser,GERMAN,no_info,1729,1777
Theodor Ludwig Wiesengrund Adorno,GERMAN,no_info,1903,1969
Johann Friedrich Agricola,GERMAN,no_info,1720,1774
Martin Agricola,GERMAN,no_info,1486,1556
Carl Christian Agthe,GERMAN,no_info,1762,1797
Johann Georg Ahle,GERMAN,no_info,1651,1706
Johann Gottfried Arnold,GERMAN,no_info,1773,1806
Johann Rudolph Ahle,GERMAN,no_info,1625,1673
Joseph Ahrens,GERMAN,no_info,1904,1997
Sieglinde Ahrens,GERMAN,no_info,born 1936,
Johann Caspar Aiblinger,GERMAN,no_info,1779,1867
Bartholomäus Aich,GERMAN,no_info,17th Century,
Gregor Aichinger,GERMAN,no_info,1565,1628
Eugen d'Albert,GERMAN,no_info,1864,1932
Heinrich Albert,GERMAN,no_info,1604,1651
Giovanni Henrico Albicastro,GERMAN,no_info,c.1660,1730
Christoph Albrecht,GERMAN,no_info,born 1930,
Leni Alexander,GERMAN,no_info,1924,2005
Johann Peter Cornelius d'Alquen,GERMAN,no_info,,
Johann Ernst Altenburg,GERMAN,no_info,1734,1801
Michael Altenburg,GERMAN,no_info,1584,1640
Johann Christoph Altnikol,GERMAN,no_info,1720,1759
"Anna Amalia, Princess of Prussia",GERMAN,no_info,1723,1787
Johann André,GERMAN,no_info,1741,1799
Johann Anton André,GERMAN,no_info,1775,1842
Franz Joseph Antony 1790–1837,GERMAN,no_info,,
"Anna Amalia, Duchess of Brunswick-Wolfenbüttel",GERMAN,no_info,1739,1807
Lothar Arnold,GERMAN,no_info,,
Georg Daniel Auberlen,GERMAN,no_info,,
Wilhelm Amandus Auberlen,GERMAN,no_info,,
"Amalie Auguste, Princess Amalie of Saxony",GERMAN,no_info,1794,1870
Johannes Aulen,GERMAN,no_info,late 15th century,
August Wilhelm Bach,GERMAN,no_info,1796,1869
Gottlieb Friedrich Bach,GERMAN,no_info,,
Heinrich Bach,GERMAN,no_info,1615,1692
Johann,GERMAN,no_info,es,
Johann Aegidius Bach I.,GERMAN,no_info,1645,1716
Johann Ambrosius Bach,GERMAN,no_info,1644,1695
Johann Bernhard Bach,GERMAN,no_info,1676,1749
Johann Christoph Bach,GERMAN,no_info,the elder,
Johann Elias Bach,GERMAN,no_info,,
Johann Ernst Bach II,GERMAN,no_info,1722,1777
Johann Ludwig Bach,GERMAN,no_info,1677,1731
Johann Lorenz Bach,GERMAN,no_info,1695,1773
Johann Nikolaus Bach,GERMAN,no_info,1669,1753
Johann Philipp Bach,GERMAN,no_info,,
Wilhelm Friedemann Bach,GERMAN,no_info,1710,1784
Wilhelm Friedrich Ernst Bach,GERMAN,no_info,1759,1845
Heinrich Backofen,GERMAN,no_info,1768,1830
Selmar Bagge,GERMAN,no_info,1823,1896
Woldemar Bargiel,GERMAN,no_info,1828,1892
Ernst Gottlieb Baron,GERMAN,no_info,1696,1760
Friedrich Baumfelder,GERMAN,no_info,1836,1916
Jürg Baur,GERMAN,no_info,1918,2010
Waldemar von Baußnern,GERMAN,no_info,1866,1931
Franz Ignaz Beck,GERMAN,no_info,1734,1809
Günther Becker,GERMAN,no_info,,
Hugo Becker,GERMAN,no_info,1863,1941
Alfred von Beckerath,GERMAN,no_info,,
Ignaz von Beecke,GERMAN,no_info,1733,1803
Anton Beer-Walbrunn,GERMAN,no_info,1864,1929
Georg Anton Benda,GERMAN,no_info,1722,1795
Ortwin Benninghoff,GERMAN,no_info,,
Jean Berger,GERMAN,no_info,1909,2002
Wilhelm Berger,GERMAN,no_info,1861,1911
Christoph Bernhard,GERMAN,no_info,1628,1692
Otto Besch,GERMAN,no_info,,
Frank Michael Beyer,GERMAN,no_info,1928,2008
Johann Samuel Beyer,GERMAN,no_info,1669,1744
Günter Bialas,GERMAN,no_info,1907,1995
Franz Biebl,GERMAN,no_info,1906,2001
Helmut Bieler,GERMAN,no_info,born 1940,
Helmut Bieler-Wendt,GERMAN,no_info,,
Benjamin Bilse,GERMAN,no_info,1816,1902
Oskar Gottlieb Blarr,GERMAN,no_info,born 1934,
Leo Blech,GERMAN,no_info,1871,1958
Volker Blumenthaler,GERMAN,no_info,,
Theodor Blumer,GERMAN,no_info,1881,1964
Martin Blumner,GERMAN,no_info,1827,1901
Erhard Bodenschatz,GERMAN,no_info,1576,1639
Hans Boll,GERMAN,no_info,,
Georg Böhm,GERMAN,no_info,1661,1733
Johann Ludwig Böhner,GERMAN,no_info,,
Siegfried Borris,GERMAN,no_info,,
Thomas Böttger,GERMAN,no_info,born 1957,
Caspar Joseph Brambach,GERMAN,no_info,1833,1902
Torsten Brandes,GERMAN,no_info,born 1959,
Theo Brandmüller,GERMAN,no_info,1948,2012
Nikolaus Brass,GERMAN,no_info,,
Walter Braunfels,GERMAN,no_info,1882,1954
Reiner Bredemeyer,GERMAN,no_info,1929,1995
Wolfgang Carl Briegel,GERMAN,no_info,1626,1712
Alois Bröder,GERMAN,no_info,,
Kurt Brüggemann,GERMAN,no_info,,
Klaus Bruengel,GERMAN,no_info,born 1949,
Nicolaus Bruhns,GERMAN,no_info,1665,1697
Karl Gottfried Brunotte,GERMAN,no_info,born 1958,
Wolfram Buchenberg,GERMAN,no_info,,
Thomas Buchholz,GERMAN,no_info,,
Philipp Friedrich Buchner,GERMAN,no_info,1614,1669
Fritz Büchtger,GERMAN,no_info,1903,1978
Hans von Bülow,GERMAN,no_info,1830,1894
August Bungert,GERMAN,no_info,1845,1915
Friedrich Burgmüller,GERMAN,no_info,1806,1874
Norbert Burgmüller,GERMAN,no_info,1810,1836
Adolf Busch,GERMAN,no_info,1891,1952
Hans Bußmeyer,GERMAN,no_info,,
Hugo Bußmeyer,GERMAN,no_info,,
Max Butting,GERMAN,no_info,1888,1976
Johann Heinrich Buttstedt,GERMAN,no_info,1666,1727
Sethus Calvisius,GERMAN,no_info,1556,1615
Christian Cannabich,GERMAN,no_info,1731,1798
August Conradi,GERMAN,no_info,1821,1873
Ferdinand David,GERMAN,no_info,1810,1871
Johann Nepomuk David,GERMAN,no_info,1895,1977
Constantin Christian Dedekind,GERMAN,no_info,1628,1715
Michael Denhoff,GERMAN,no_info,born 1955,
Ratko Delorko,GERMAN,no_info,born 1959,
Christoph Demantius,GERMAN,no_info,1567,1643
Paul Dessau,GERMAN,no_info,1894,1979
Felix Otto Dessoff,GERMAN,no_info,1835,1892
Otto Dienel,GERMAN,no_info,,
Hugo Distler,GERMAN,no_info,1908,1942
Johann Friedrich Doles,GERMAN,no_info,1715,1797
Heinrich Dorn,GERMAN,no_info,1804,1892
Justus Johann Friedrich Dotzauer,GERMAN,no_info,1783,1860
Felix Draeseke,GERMAN,no_info,1835,1913
Annette von Droste-Hülshoff,GERMAN,no_info,1797,1848
Philipp Dulichius,GERMAN,no_info,1562,1631
Johann Georg Ebeling,GERMAN,no_info,1637,1676
Traugott Maximilian Eberwein,GERMAN,no_info,,
Johannes Eccard,GERMAN,no_info,1553,1611
Moritz Eggert,GERMAN,no_info,born 1965,
Hanns Eisler,GERMAN,no_info,1898,1962
Elisabeth Sophie of Mecklenburg,GERMAN,no_info,1613,1676
Johann Samuel Endler,GERMAN,no_info,,
Philipp Heinrich Erlebach,GERMAN,no_info,1657,1714
Jean Paul Ertel,GERMAN,no_info,,
Georg Espitalier,GERMAN,no_info,,
Kaspar Ett,GERMAN,no_info,1788,1847
Jury Everhartz,GERMAN,no_info,,
Rainer Fabich,GERMAN,no_info,,
Hans Fährmann,GERMAN,no_info,1860,1940
Immanuel Faißt,GERMAN,no_info,1823,1894
Carl Friedrich Christian Fasch,GERMAN,no_info,1736,1800
Peter Fassbänder,GERMAN,no_info,,
Reinhard Febel,GERMAN,no_info,born 1952,
Alexander von Fielitz,GERMAN,no_info,1860,1930
Wolfgang Figulus,GERMAN,no_info,,
Anton Fils,GERMAN,no_info,1733,1760
Gottfried Wilhelm Fink,GERMAN,no_info,1783,1846
Siegfried Fink,GERMAN,no_info,1928,2006
Gerhard Fischer-Münster,GERMAN,no_info,,
Johann Fischer,GERMAN,no_info,1646,1716
Johann Caspar Ferdinand Fischer,GERMAN,no_info,1556,1656
Johann Karl Christian Fischer,GERMAN,no_info,1752,1807
Michael Gotthard Fischer,GERMAN,no_info,,
Johann Friedrich Anton Fleischmann,GERMAN,no_info,1766,1798
Christian Flor,GERMAN,no_info,,
Friedrich von Flotow,GERMAN,no_info,1812,1883
Johann Nikolaus Forkel,GERMAN,no_info,1749,1818
Christoph Förster,GERMAN,no_info,1693,1745
Wolfgang Fortner,GERMAN,no_info,1907,1987
Eduard Franck,GERMAN,no_info,1817,1893
Johann Wolfgang Franck,GERMAN,no_info,1644,c.1710
Johann Zacharias Franck,GERMAN,no_info,1686,1756
Melchior Franck,GERMAN,no_info,1580,1639
Richard Franck,GERMAN,no_info,1858,1938
Clemens von Franckenstein,GERMAN,no_info,1875,1942
Bernd Franke,GERMAN,no_info,born 1959,
Robert Franz,GERMAN,no_info,1815,1892
Henning Frederichs,GERMAN,no_info,,
Carl Friedemann,GERMAN,no_info,1862,1952
Gerhard Frommel,GERMAN,no_info,,
Adam von Fulda,GERMAN,no_info,1445,1505
Gustav Geierhaas,GERMAN,no_info,,
Harald Genzmer,GERMAN,no_info,1909,2007
Günter Gerlach,GERMAN,no_info,,
Hans Gerle,GERMAN,no_info,c.1498,1570
Friedrich Gernsheim,GERMAN,no_info,1839,1916
Ottmar Gerster,GERMAN,no_info,1897,1969
Franz Gleißner,GERMAN,no_info,1761,1818
Michael Gielen,GERMAN,no_info,1927,2019
Werner Gneist,GERMAN,no_info,,
Hermann Goetz,GERMAN,no_info,1840,1876
Walter Wilhelm Goetze,GERMAN,no_info,1883,1961
Friedrich Goldmann,GERMAN,no_info,born 1941,
